timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1709043635668,142,GET Single User,200,OK,Workload Config 1-111,text,true,,1182,96,11,11,https://reqres.in/api/users/2,142,0,63
1709043635714,143,GET Single User,200,OK,Workload Config 1-112,text,true,,1182,96,12,12,https://reqres.in/api/users/2,143,0,63
1709043635436,430,POST Register,201,Created,Workload Config 1-103,text,true,,897,204,13,13,https://reqres.in/api/users,430,0,0
1709043635469,428,POST Register,201,Created,Workload Config 1-104,text,true,,897,204,12,12,https://reqres.in/api/users,428,0,0
1709043635765,169,GET Single User,200,OK,Workload Config 1-113,text,true,,1182,96,12,12,https://reqres.in/api/users/2,169,0,81
1709043635509,435,POST Register,201,Created,Workload Config 1-105,text,true,,897,204,12,12,https://reqres.in/api/users,435,0,0
1709043635815,170,GET Single User,200,OK,Workload Config 1-114,text,true,,1182,96,12,12,https://reqres.in/api/users/2,170,0,78
1709043635559,436,POST Register,201,Created,Workload Config 1-106,text,true,,897,204,12,12,https://reqres.in/api/users,436,0,0
1709043635865,159,GET Single User,200,OK,Workload Config 1-115,text,true,,1182,96,12,12,https://reqres.in/api/users/2,159,0,84
1709043635628,433,POST Register,201,Created,Workload Config 1-107,text,true,,897,204,12,12,https://reqres.in/api/users,433,0,0
